capacity,is_installed,is_renting,is_returning,is_virtual_station,last_reported,station_name,num_bikes_available,num_docks_available,region_id,rental_uris,short_name,station_id,vehicle_types_available
4.0,True,True,True,True,1770756680,Ackerstraße (Park),1,3,362,"{'android': 'https://app.nextbike.net/station?id=101639465', 'ios': 'https://app.nextbike.net/station?id=101639465', 'web': 'https://nxtb.it/p/101639465'}",1300,101639465,"[{'count': 1, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,Winterfeldtstraße/Frobenstraße,1,3,362,"{'android': 'https://app.nextbike.net/station?id=10321452', 'ios': 'https://app.nextbike.net/station?id=10321452', 'web': 'https://nxtb.it/p/10321452'}",1842,10321452,"[{'count': 1, 'vehicle_type_id': '196'}]"
5.0,True,True,True,False,1770756680,Jelbi Simon-Dach-Straße/ Revaler Straße (FHA/SI),0,5,362,"{'android': 'https://app.nextbike.net/station?id=103883316', 'ios': 'https://app.nextbike.net/station?id=103883316', 'web': 'https://nxtb.it/p/103883316'}",1401,103883316,[]
4.0,True,True,True,True,1770756680,Brachvogelstraße/Johanniterstraße,2,1,362,"{'android': 'https://app.nextbike.net/station?id=10438266', 'ios': 'https://app.nextbike.net/station?id=10438266', 'web': 'https://nxtb.it/p/10438266'}",1500,10438266,"[{'count': 1, 'vehicle_type_id': '150'}, {'count': 1, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,Schinkestraße/Maybachufer,2,1,362,"{'android': 'https://app.nextbike.net/station?id=10438307', 'ios': 'https://app.nextbike.net/station?id=10438307', 'web': 'https://nxtb.it/p/10438307'}",1596,10438307,"[{'count': 2, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,Münsterlandplatz,0,4,362,"{'android': 'https://app.nextbike.net/station?id=10438376', 'ios': 'https://app.nextbike.net/station?id=10438376', 'web': 'https://nxtb.it/p/10438376'}",1874,10438376,[]
4.0,True,True,True,True,1770756680,Schmollerplatz,1,3,362,"{'android': 'https://app.nextbike.net/station?id=10456931', 'ios': 'https://app.nextbike.net/station?id=10456931', 'web': 'https://nxtb.it/p/10456931'}",1400,10456931,"[{'count': 1, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,S+U Westhafen (Süd),3,1,362,"{'android': 'https://app.nextbike.net/station?id=107252242', 'ios': 'https://app.nextbike.net/station?id=107252242', 'web': 'https://nxtb.it/p/107252242'}",1352,107252242,"[{'count': 3, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,EDEKA Trabener Straße (S Grunewald),3,1,362,"{'android': 'https://app.nextbike.net/station?id=107255403', 'ios': 'https://app.nextbike.net/station?id=107255403', 'web': 'https://nxtb.it/p/107255403'}",1379,107255403,"[{'count': 3, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,S Olympiastadion (Flatowbrücke),3,1,362,"{'android': 'https://app.nextbike.net/station?id=107255553', 'ios': 'https://app.nextbike.net/station?id=107255553', 'web': 'https://nxtb.it/p/107255553'}",1380,107255553,"[{'count': 3, 'vehicle_type_id': '196'}]"
5.0,True,True,True,True,1770756680,S Bellevue (Nord),7,0,362,"{'android': 'https://app.nextbike.net/station?id=107256254', 'ios': 'https://app.nextbike.net/station?id=107256254', 'web': 'https://nxtb.it/p/107256254'}",1385,107256254,"[{'count': 7, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,S Betriebsbahnhof Rummelsburg,0,4,362,"{'android': 'https://app.nextbike.net/station?id=107256395', 'ios': 'https://app.nextbike.net/station?id=107256395', 'web': 'https://nxtb.it/p/107256395'}",1386,107256395,[]
4.0,True,True,True,True,1770756680,S Wollankstraße (Sternstraße),0,4,362,"{'android': 'https://app.nextbike.net/station?id=107256613', 'ios': 'https://app.nextbike.net/station?id=107256613', 'web': 'https://nxtb.it/p/107256613'}",1387,107256613,[]
4.0,True,True,True,True,1770756680,S Südende,0,4,362,"{'android': 'https://app.nextbike.net/station?id=107257620', 'ios': 'https://app.nextbike.net/station?id=107257620', 'web': 'https://nxtb.it/p/107257620'}",1393,107257620,[]
4.0,True,True,True,True,1770756680,S Attilastraße,0,4,362,"{'android': 'https://app.nextbike.net/station?id=107257844', 'ios': 'https://app.nextbike.net/station?id=107257844', 'web': 'https://nxtb.it/p/107257844'}",1395,107257844,[]
4.0,True,True,True,True,1770756680,S Friedenau (Dürerplatz),0,4,362,"{'android': 'https://app.nextbike.net/station?id=107258249', 'ios': 'https://app.nextbike.net/station?id=107258249', 'web': 'https://nxtb.it/p/107258249'}",1398,107258249,[]
7.0,True,True,True,True,1770756680,U Kurfürstendamm (Südwest),1,6,362,"{'android': 'https://app.nextbike.net/station?id=107262135', 'ios': 'https://app.nextbike.net/station?id=107262135', 'web': 'https://nxtb.it/p/107262135'}",1408,107262135,"[{'count': 1, 'vehicle_type_id': '196'}]"
7.0,True,True,True,True,1770756680,U Möckernbrücke (Nord),0,7,362,"{'android': 'https://app.nextbike.net/station?id=107262964', 'ios': 'https://app.nextbike.net/station?id=107262964', 'web': 'https://nxtb.it/p/107262964'}",1411,107262964,[]
4.0,True,True,True,True,1770756680,U Olympia-Stadion (West),1,3,362,"{'android': 'https://app.nextbike.net/station?id=107265294', 'ios': 'https://app.nextbike.net/station?id=107265294', 'web': 'https://nxtb.it/p/107265294'}",1423,107265294,"[{'count': 1, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,U Biesdorf-Süd (Nord),0,4,362,"{'android': 'https://app.nextbike.net/station?id=107266769', 'ios': 'https://app.nextbike.net/station?id=107266769', 'web': 'https://nxtb.it/p/107266769'}",1468,107266769,[]
4.0,True,True,True,True,1770756680,U Friedrichsfelde (Nord),0,4,362,"{'android': 'https://app.nextbike.net/station?id=107266956', 'ios': 'https://app.nextbike.net/station?id=107266956', 'web': 'https://nxtb.it/p/107266956'}",1478,107266956,[]
10.0,True,True,True,False,1770756680,Kastanienallee/Schwedter Straße (Mobilitätsstation),10,0,362,"{'android': 'https://app.nextbike.net/station?id=107268494', 'ios': 'https://app.nextbike.net/station?id=107268494', 'web': 'https://nxtb.it/p/107268494'}",1489,107268494,"[{'count': 1, 'vehicle_type_id': '150'}, {'count': 9, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,U Afrikanische Str.,0,4,362,"{'android': 'https://app.nextbike.net/station?id=107271775', 'ios': 'https://app.nextbike.net/station?id=107271775', 'web': 'https://nxtb.it/p/107271775'}",1493,107271775,[]
4.0,True,True,True,True,1770756680,U Franz-Neumann-Platz,2,2,362,"{'android': 'https://app.nextbike.net/station?id=107281185', 'ios': 'https://app.nextbike.net/station?id=107281185', 'web': 'https://nxtb.it/p/107281185'}",1527,107281185,"[{'count': 2, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,U Pankstraße,0,4,362,"{'android': 'https://app.nextbike.net/station?id=107281561', 'ios': 'https://app.nextbike.net/station?id=107281561', 'web': 'https://nxtb.it/p/107281561'}",1528,107281561,[]
7.0,True,True,True,True,1770756680,U Voltastraße (Nord),8,0,362,"{'android': 'https://app.nextbike.net/station?id=107282169', 'ios': 'https://app.nextbike.net/station?id=107282169', 'web': 'https://nxtb.it/p/107282169'}",1529,107282169,"[{'count': 8, 'vehicle_type_id': '196'}]"
10.0,True,True,True,False,1770756680,U Heinrich-Heine-Straße (Mobilitätsstation),0,10,362,"{'android': 'https://app.nextbike.net/station?id=107283070', 'ios': 'https://app.nextbike.net/station?id=107283070', 'web': 'https://nxtb.it/p/107283070'}",1540,107283070,[]
4.0,True,True,True,True,1770756680,S Springpfuhl,0,4,362,"{'android': 'https://app.nextbike.net/station?id=107426897', 'ios': 'https://app.nextbike.net/station?id=107426897', 'web': 'https://nxtb.it/p/107426897'}",1564,107426897,[]
4.0,True,True,True,True,1770756680,Andreasstraße (EDEKA),3,1,362,"{'android': 'https://app.nextbike.net/station?id=10934453', 'ios': 'https://app.nextbike.net/station?id=10934453', 'web': 'https://nxtb.it/p/10934453'}",1502,10934453,"[{'count': 3, 'vehicle_type_id': '196'}]"
4.0,True,True,True,False,1770756680,Jelbi Samariterplatz (FHA/SM),0,4,362,"{'android': 'https://app.nextbike.net/station?id=10958209', 'ios': 'https://app.nextbike.net/station?id=10958209', 'web': 'https://nxtb.it/p/10958209'}",1433,10958209,[]
4.0,True,True,True,False,1770756680,Tucholskystraße/Torstraße (Mobilitätsstation),0,4,362,"{'android': 'https://app.nextbike.net/station?id=115682120', 'ios': 'https://app.nextbike.net/station?id=115682120', 'web': 'https://nxtb.it/p/115682120'}",1570,115682120,[]
4.0,True,True,True,True,1770756680,EDEKA Treugut (Heidelberger Straße),3,1,362,"{'android': 'https://app.nextbike.net/station?id=115979694', 'ios': 'https://app.nextbike.net/station?id=115979694', 'web': 'https://nxtb.it/p/115979694'}",1576,115979694,"[{'count': 3, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,EDEKA Berlin Britzer Damm,3,1,362,"{'android': 'https://app.nextbike.net/station?id=115980976', 'ios': 'https://app.nextbike.net/station?id=115980976', 'web': 'https://nxtb.it/p/115980976'}",1579,115980976,"[{'count': 3, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,EDEKA Haase (Salzbrunner Straße),0,4,362,"{'android': 'https://app.nextbike.net/station?id=115982148', 'ios': 'https://app.nextbike.net/station?id=115982148', 'web': 'https://nxtb.it/p/115982148'}",1611,115982148,[]
4.0,True,True,True,True,1770756680,EDEKA Jost & Jost (Kantstraße),3,1,362,"{'android': 'https://app.nextbike.net/station?id=115982681', 'ios': 'https://app.nextbike.net/station?id=115982681', 'web': 'https://nxtb.it/p/115982681'}",1612,115982681,"[{'count': 3, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,EDEKA Wirsich (Brixplatz),1,3,362,"{'android': 'https://app.nextbike.net/station?id=115987377', 'ios': 'https://app.nextbike.net/station?id=115987377', 'web': 'https://nxtb.it/p/115987377'}",1620,115987377,"[{'count': 1, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,EDEKA Brabanski (Fregestraße),0,4,362,"{'android': 'https://app.nextbike.net/station?id=116145398', 'ios': 'https://app.nextbike.net/station?id=116145398', 'web': 'https://nxtb.it/p/116145398'}",1624,116145398,[]
4.0,True,True,True,True,1770756680,EDEKA Thaut,0,4,362,"{'android': 'https://app.nextbike.net/station?id=116147737', 'ios': 'https://app.nextbike.net/station?id=116147737', 'web': 'https://nxtb.it/p/116147737'}",1634,116147737,[]
4.0,True,True,True,True,1770756680,EDEKA Friedrichsstraße (Franz-Klühs-Straße),1,3,362,"{'android': 'https://app.nextbike.net/station?id=116149797', 'ios': 'https://app.nextbike.net/station?id=116149797', 'web': 'https://nxtb.it/p/116149797'}",1667,116149797,"[{'count': 1, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,EDEKA Ritterstraße,3,1,362,"{'android': 'https://app.nextbike.net/station?id=116150025', 'ios': 'https://app.nextbike.net/station?id=116150025', 'web': 'https://nxtb.it/p/116150025'}",1673,116150025,"[{'count': 1, 'vehicle_type_id': '150'}, {'count': 2, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,EDEKA Franz-Jacob-Straße,1,3,362,"{'android': 'https://app.nextbike.net/station?id=116150965', 'ios': 'https://app.nextbike.net/station?id=116150965', 'web': 'https://nxtb.it/p/116150965'}",1677,116150965,"[{'count': 1, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,EDEKA Massower Straße,0,4,362,"{'android': 'https://app.nextbike.net/station?id=116151256', 'ios': 'https://app.nextbike.net/station?id=116151256', 'web': 'https://nxtb.it/p/116151256'}",1679,116151256,[]
4.0,True,True,True,True,1770756680,EDEKA Prang (U Westphalweg),0,4,362,"{'android': 'https://app.nextbike.net/station?id=116154842', 'ios': 'https://app.nextbike.net/station?id=116154842', 'web': 'https://nxtb.it/p/116154842'}",1682,116154842,[]
10.0,True,True,True,False,1770756680,Jelbi S+U Friedrichstraße/Georgenstraße (MIT/FG),3,7,362,"{'android': 'https://app.nextbike.net/station?id=116155416', 'ios': 'https://app.nextbike.net/station?id=116155416', 'web': 'https://nxtb.it/p/116155416'}",1684,116155416,"[{'count': 3, 'vehicle_type_id': '196'}]"
7.0,True,True,True,True,1770756680,EDEKA Sapphire (U Schwartzkopfstraße),1,6,362,"{'android': 'https://app.nextbike.net/station?id=116156805', 'ios': 'https://app.nextbike.net/station?id=116156805', 'web': 'https://nxtb.it/p/116156805'}",1688,116156805,"[{'count': 1, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,EDEKA Vaupel (Fuldastraße),0,4,362,"{'android': 'https://app.nextbike.net/station?id=116160135', 'ios': 'https://app.nextbike.net/station?id=116160135', 'web': 'https://nxtb.it/p/116160135'}",1719,116160135,[]
4.0,True,True,True,True,1770756680,EDEKA S Greifwalder Straße (Ost),1,3,362,"{'android': 'https://app.nextbike.net/station?id=116160671', 'ios': 'https://app.nextbike.net/station?id=116160671', 'web': 'https://nxtb.it/p/116160671'}",1722,116160671,"[{'count': 1, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,EDEKA S Greifwalder Straße (West),2,2,362,"{'android': 'https://app.nextbike.net/station?id=116160951', 'ios': 'https://app.nextbike.net/station?id=116160951', 'web': 'https://nxtb.it/p/116160951'}",1723,116160951,"[{'count': 2, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,EDEKA Hannemann (Bizetstraße),1,3,362,"{'android': 'https://app.nextbike.net/station?id=116161316', 'ios': 'https://app.nextbike.net/station?id=116161316', 'web': 'https://nxtb.it/p/116161316'}",1724,116161316,"[{'count': 1, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,EDEKA Kiezmarkt (Neumannstraße),4,0,362,"{'android': 'https://app.nextbike.net/station?id=116165174', 'ios': 'https://app.nextbike.net/station?id=116165174', 'web': 'https://nxtb.it/p/116165174'}",1725,116165174,"[{'count': 4, 'vehicle_type_id': '196'}]"
8.0,True,True,True,True,1770756680,EDEKA Marienburger Straße,0,8,362,"{'android': 'https://app.nextbike.net/station?id=116165554', 'ios': 'https://app.nextbike.net/station?id=116165554', 'web': 'https://nxtb.it/p/116165554'}",1727,116165554,[]
4.0,True,True,True,True,1770756680,EDEKA Ostseestraße,2,2,362,"{'android': 'https://app.nextbike.net/station?id=116165785', 'ios': 'https://app.nextbike.net/station?id=116165785', 'web': 'https://nxtb.it/p/116165785'}",1728,116165785,"[{'count': 2, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,EDEKA Schmitt (S+U Pankow),0,3,362,"{'android': 'https://app.nextbike.net/station?id=116170874', 'ios': 'https://app.nextbike.net/station?id=116170874', 'web': 'https://nxtb.it/p/116170874'}",1602,116170874,[]
10.0,True,True,True,True,1770756680,EDEKA Kollwitzstraße,2,8,362,"{'android': 'https://app.nextbike.net/station?id=116225577', 'ios': 'https://app.nextbike.net/station?id=116225577', 'web': 'https://nxtb.it/p/116225577'}",1730,116225577,"[{'count': 2, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,EDEKA Templiner Straße,1,3,362,"{'android': 'https://app.nextbike.net/station?id=116225886', 'ios': 'https://app.nextbike.net/station?id=116225886', 'web': 'https://nxtb.it/p/116225886'}",1731,116225886,"[{'count': 1, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,EDEKA Lindenberg (Markstraße),1,3,362,"{'android': 'https://app.nextbike.net/station?id=116226337', 'ios': 'https://app.nextbike.net/station?id=116226337', 'web': 'https://nxtb.it/p/116226337'}",1732,116226337,"[{'count': 1, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,EDEKA Schrader (Barbarossastraße),3,1,362,"{'android': 'https://app.nextbike.net/station?id=116227892', 'ios': 'https://app.nextbike.net/station?id=116227892', 'web': 'https://nxtb.it/p/116227892'}",1737,116227892,"[{'count': 3, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,EDEKA Siegler (Richard-von-Weizsäcker-Platz),2,2,362,"{'android': 'https://app.nextbike.net/station?id=116228107', 'ios': 'https://app.nextbike.net/station?id=116228107', 'web': 'https://nxtb.it/p/116228107'}",1738,116228107,"[{'count': 2, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,EDEKA Schloßstraße,1,3,362,"{'android': 'https://app.nextbike.net/station?id=116230660', 'ios': 'https://app.nextbike.net/station?id=116230660', 'web': 'https://nxtb.it/p/116230660'}",1742,116230660,"[{'count': 1, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,EDEKA Center Tempelhof (Ordensmeisterstraße),0,4,362,"{'android': 'https://app.nextbike.net/station?id=116231863', 'ios': 'https://app.nextbike.net/station?id=116231863', 'web': 'https://nxtb.it/p/116231863'}",1744,116231863,[]
4.0,True,True,True,True,1770756680,EDEKA Tempelhofer Damm (U Kaiserin-Augusta-Straße),0,4,362,"{'android': 'https://app.nextbike.net/station?id=116232226', 'ios': 'https://app.nextbike.net/station?id=116232226', 'web': 'https://nxtb.it/p/116232226'}",1745,116232226,[]
4.0,True,True,True,True,1770756680,EDEKA Vaupel (Wiclefstraße),0,4,362,"{'android': 'https://app.nextbike.net/station?id=116232836', 'ios': 'https://app.nextbike.net/station?id=116232836', 'web': 'https://nxtb.it/p/116232836'}",1747,116232836,[]
4.0,True,True,True,True,1770756680,EDEKA Peth (Berliner Allee),2,1,362,"{'android': 'https://app.nextbike.net/station?id=116233767', 'ios': 'https://app.nextbike.net/station?id=116233767', 'web': 'https://nxtb.it/p/116233767'}",1751,116233767,"[{'count': 2, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,EDEKA Jenaerstraße,1,3,362,"{'android': 'https://app.nextbike.net/station?id=116234729', 'ios': 'https://app.nextbike.net/station?id=116234729', 'web': 'https://nxtb.it/p/116234729'}",1754,116234729,"[{'count': 1, 'vehicle_type_id': '196'}]"
10.0,True,True,True,False,1770756680,Jelbi S+U Zoologischer Garten/Jebensstraße (CHA/JE),10,0,362,"{'android': 'https://app.nextbike.net/station?id=119193636', 'ios': 'https://app.nextbike.net/station?id=119193636', 'web': 'https://nxtb.it/p/119193636'}",1716,119193636,"[{'count': 10, 'vehicle_type_id': '196'}]"
8.0,True,True,True,True,1770756680,S Ostbahnhof (Nordost),7,1,362,"{'android': 'https://app.nextbike.net/station?id=119284330', 'ios': 'https://app.nextbike.net/station?id=119284330', 'web': 'https://nxtb.it/p/119284330'}",1760,119284330,"[{'count': 7, 'vehicle_type_id': '196'}]"
10.0,True,True,True,False,1770756680,Jelbi Kienitzer Straße (NEU/KI),3,7,362,"{'android': 'https://app.nextbike.net/station?id=119526839', 'ios': 'https://app.nextbike.net/station?id=119526839', 'web': 'https://nxtb.it/p/119526839'}",1763,119526839,"[{'count': 3, 'vehicle_type_id': '196'}]"
4.0,True,True,True,False,1770756680,Jelbi Allerstraße (NEU/AL),2,2,362,"{'android': 'https://app.nextbike.net/station?id=119526997', 'ios': 'https://app.nextbike.net/station?id=119526997', 'web': 'https://nxtb.it/p/119526997'}",1764,119526997,"[{'count': 2, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,Paul-Heyse-Straße/Danziger Straße,1,3,362,"{'android': 'https://app.nextbike.net/station?id=119699331', 'ios': 'https://app.nextbike.net/station?id=119699331', 'web': 'https://nxtb.it/p/119699331'}",1790,119699331,"[{'count': 1, 'vehicle_type_id': '196'}]"
10.0,True,True,True,True,1770756680,M Kniprodestraße/Danziger Straße,6,4,362,"{'android': 'https://app.nextbike.net/station?id=119699468', 'ios': 'https://app.nextbike.net/station?id=119699468', 'web': 'https://nxtb.it/p/119699468'}",1791,119699468,"[{'count': 6, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,M Kopernikusstraße/Warschauer Straße (Nord),4,0,362,"{'android': 'https://app.nextbike.net/station?id=119700922', 'ios': 'https://app.nextbike.net/station?id=119700922', 'web': 'https://nxtb.it/p/119700922'}",1795,119700922,"[{'count': 4, 'vehicle_type_id': '196'}]"
10.0,True,True,True,False,1770756680, Raumerstraße/Lychener Straße (Mobilitätsstation),10,0,362,"{'android': 'https://app.nextbike.net/station?id=119701346', 'ios': 'https://app.nextbike.net/station?id=119701346', 'web': 'https://nxtb.it/p/119701346'}",1798,119701346,"[{'count': 9, 'vehicle_type_id': '196'}, {'count': 1, 'vehicle_type_id': '150'}]"
4.0,True,True,True,True,1770756680,Bouchéstraße/Harzer Straße,0,4,362,"{'android': 'https://app.nextbike.net/station?id=121179928', 'ios': 'https://app.nextbike.net/station?id=121179928', 'web': 'https://nxtb.it/p/121179928'}",1814,121179928,[]
4.0,True,True,True,True,1770756680,virtuell – Lohmühlenstraße/Heidelberger Straße,0,4,362,"{'android': 'https://app.nextbike.net/station?id=121180150', 'ios': 'https://app.nextbike.net/station?id=121180150', 'web': 'https://nxtb.it/p/121180150'}",1815,121180150,[]
4.0,True,True,True,True,1770756680,virtuell – Jonasstraße/Altenbraker Straße,0,4,362,"{'android': 'https://app.nextbike.net/station?id=121181157', 'ios': 'https://app.nextbike.net/station?id=121181157', 'web': 'https://nxtb.it/p/121181157'}",1822,121181157,[]
4.0,True,True,True,True,1770756680,virtuell – Emser Straße/Kirchhofstraße,0,4,362,"{'android': 'https://app.nextbike.net/station?id=121181603', 'ios': 'https://app.nextbike.net/station?id=121181603', 'web': 'https://nxtb.it/p/121181603'}",1825,121181603,[]
4.0,True,True,True,True,1770756680,virtuell – Böcklerpark,0,4,362,"{'android': 'https://app.nextbike.net/station?id=121184722', 'ios': 'https://app.nextbike.net/station?id=121184722', 'web': 'https://nxtb.it/p/121184722'}",1844,121184722,[]
4.0,True,True,True,True,1770756680,virtuell – Donaustraße/Weichselstraße,1,3,362,"{'android': 'https://app.nextbike.net/station?id=121185514', 'ios': 'https://app.nextbike.net/station?id=121185514', 'web': 'https://nxtb.it/p/121185514'}",1850,121185514,"[{'count': 1, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,virtuell –Weichselpark,2,1,362,"{'android': 'https://app.nextbike.net/station?id=121186000', 'ios': 'https://app.nextbike.net/station?id=121186000', 'web': 'https://nxtb.it/p/121186000'}",1853,121186000,"[{'count': 2, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,virtuell - Hertzbergstraße/Böhmische Straße,1,2,362,"{'android': 'https://app.nextbike.net/station?id=121186183', 'ios': 'https://app.nextbike.net/station?id=121186183', 'web': 'https://nxtb.it/p/121186183'}",1854,121186183,"[{'count': 2, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,virtuell - Treptower Straße/Wilhelm-Busch-Straße,0,4,362,"{'android': 'https://app.nextbike.net/station?id=121187464', 'ios': 'https://app.nextbike.net/station?id=121187464', 'web': 'https://nxtb.it/p/121187464'}",1862,121187464,[]
4.0,True,True,True,True,1770756680,virtuell - Bartastraße/Mareschstraße,1,3,362,"{'android': 'https://app.nextbike.net/station?id=121187781', 'ios': 'https://app.nextbike.net/station?id=121187781', 'web': 'https://nxtb.it/p/121187781'}",1863,121187781,"[{'count': 1, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,virtuell - Braunschweiger Straße/Richardstraße,0,4,362,"{'android': 'https://app.nextbike.net/station?id=121188687', 'ios': 'https://app.nextbike.net/station?id=121188687', 'web': 'https://nxtb.it/p/121188687'}",1864,121188687,[]
4.0,True,True,True,True,1770756680,virtuell - Richardstraße/Böhmische Straße,2,2,362,"{'android': 'https://app.nextbike.net/station?id=121189158', 'ios': 'https://app.nextbike.net/station?id=121189158', 'web': 'https://nxtb.it/p/121189158'}",1866,121189158,"[{'count': 2, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,virtuell - Braunschweiger Straße/Niemetzstraße,0,4,362,"{'android': 'https://app.nextbike.net/station?id=121189322', 'ios': 'https://app.nextbike.net/station?id=121189322', 'web': 'https://nxtb.it/p/121189322'}",1867,121189322,[]
4.0,True,True,True,True,1770756680,virtuell - Böhmischer Platz (Süd),0,4,362,"{'android': 'https://app.nextbike.net/station?id=121189472', 'ios': 'https://app.nextbike.net/station?id=121189472', 'web': 'https://nxtb.it/p/121189472'}",1868,121189472,[]
8.0,True,True,True,False,1770756680,Jelbi Charité-Campus Virchow-Klinikum/Nordstraße (WED/NO),4,4,362,"{'android': 'https://app.nextbike.net/station?id=124200576', 'ios': 'https://app.nextbike.net/station?id=124200576', 'web': 'https://nxtb.it/p/124200576'}",1895,124200576,"[{'count': 4, 'vehicle_type_id': '196'}]"
5.0,True,True,True,False,1770756680,Jelbi Betriebshof Machandelweg (WES/MW),1,4,362,"{'android': 'https://app.nextbike.net/station?id=126389824', 'ios': 'https://app.nextbike.net/station?id=126389824', 'web': 'https://nxtb.it/p/126389824'}",1902,126389824,"[{'count': 1, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,Richardplatz,2,2,362,"{'android': 'https://app.nextbike.net/station?id=131278619', 'ios': 'https://app.nextbike.net/station?id=131278619', 'web': 'https://nxtb.it/p/131278619'}",10002,131278619,"[{'count': 2, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,Gubener Straße/Torellstraße,2,2,362,"{'android': 'https://app.nextbike.net/station?id=131328266', 'ios': 'https://app.nextbike.net/station?id=131328266', 'web': 'https://nxtb.it/p/131328266'}",10009,131328266,"[{'count': 2, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,Hindemithplatz,0,4,362,"{'android': 'https://app.nextbike.net/station?id=131328935', 'ios': 'https://app.nextbike.net/station?id=131328935', 'web': 'https://nxtb.it/p/131328935'}",10012,131328935,[]
4.0,True,True,True,False,1770756680,VRAO 103 - Bernburger Straße/Köthener Straße (Abstellfläche Mikromobilität) ,0,3,362,"{'android': 'https://app.nextbike.net/station?id=131330017', 'ios': 'https://app.nextbike.net/station?id=131330017', 'web': 'https://nxtb.it/p/131330017'}",10015,131330017,[]
4.0,True,True,True,False,1770756680,Köthener Straße/Bernburger Straße (Mobilitätsstation),0,4,362,"{'android': 'https://app.nextbike.net/station?id=131330777', 'ios': 'https://app.nextbike.net/station?id=131330777', 'web': 'https://nxtb.it/p/131330777'}",10017,131330777,[]
10.0,True,True,True,False,1770756680,Jelbi Gertrud-Kolmar-Straße/Hannah-Arendt-Straße (MIT/GE),0,10,362,"{'android': 'https://app.nextbike.net/station?id=131336464', 'ios': 'https://app.nextbike.net/station?id=131336464', 'web': 'https://nxtb.it/p/131336464'}",10026,131336464,[]
10.0,True,True,True,False,1770756680,Jelbi Karl-Liebknecht-Straße/Berliner Fernsehturm (MIT/KB),13,0,362,"{'android': 'https://app.nextbike.net/station?id=131338372', 'ios': 'https://app.nextbike.net/station?id=131338372', 'web': 'https://nxtb.it/p/131338372'}",10028,131338372,"[{'count': 11, 'vehicle_type_id': '196'}, {'count': 2, 'vehicle_type_id': '150'}]"
4.0,True,True,True,False,1770756680,Torstraße/Kleine Hamburger Str. (Mobilitätsstation),1,3,362,"{'android': 'https://app.nextbike.net/station?id=131338735', 'ios': 'https://app.nextbike.net/station?id=131338735', 'web': 'https://nxtb.it/p/131338735'}",10029,131338735,"[{'count': 1, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,Monbijoupark/Oranienburger Straße,1,3,362,"{'android': 'https://app.nextbike.net/station?id=131339653', 'ios': 'https://app.nextbike.net/station?id=131339653', 'web': 'https://nxtb.it/p/131339653'}",10033,131339653,"[{'count': 1, 'vehicle_type_id': '196'}]"
