capacity,is_installed,is_renting,is_returning,is_virtual_station,last_reported,station_name,num_bikes_available,num_docks_available,region_id,rental_uris,short_name,station_id,vehicle_types_available
4.0,True,True,True,True,1770756680,EDEKA Friedrich (Rotkamp),1,3,362,"{'android': 'https://app.nextbike.net/station?id=170794664', 'ios': 'https://app.nextbike.net/station?id=170794664', 'web': 'https://nxtb.it/p/170794664'}",11448,170794664,"[{'count': 1, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,EDEKA (Residenzstraße),1,3,362,"{'android': 'https://app.nextbike.net/station?id=170842898', 'ios': 'https://app.nextbike.net/station?id=170842898', 'web': 'https://nxtb.it/p/170842898'}",11475,170842898,"[{'count': 1, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,Griechische Allee/Edisonstraße,0,4,362,"{'android': 'https://app.nextbike.net/station?id=170852440', 'ios': 'https://app.nextbike.net/station?id=170852440', 'web': 'https://nxtb.it/p/170852440'}",11483,170852440,[]
4.0,True,True,True,True,1770756680,EDEKA Busack (Heckerdamm),0,4,362,"{'android': 'https://app.nextbike.net/station?id=170861010', 'ios': 'https://app.nextbike.net/station?id=170861010', 'web': 'https://nxtb.it/p/170861010'}",11494,170861010,[]
4.0,True,True,True,True,1770756680,EDEKA Gäth (Steglitzer Damm),3,1,362,"{'android': 'https://app.nextbike.net/station?id=170880948', 'ios': 'https://app.nextbike.net/station?id=170880948', 'web': 'https://nxtb.it/p/170880948'}",11507,170880948,"[{'count': 3, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,EDEKA Safa (Berliner Straße),1,3,362,"{'android': 'https://app.nextbike.net/station?id=170881692', 'ios': 'https://app.nextbike.net/station?id=170881692', 'web': 'https://nxtb.it/p/170881692'}",11508,170881692,"[{'count': 1, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,EDEKA Kitschun (Buschallee),0,4,362,"{'android': 'https://app.nextbike.net/station?id=170888608', 'ios': 'https://app.nextbike.net/station?id=170888608', 'web': 'https://nxtb.it/p/170888608'}",11511,170888608,[]
4.0,True,True,True,True,1770756680,EDEKA Kitschun (Buschallee),0,4,362,"{'android': 'https://app.nextbike.net/station?id=170889480', 'ios': 'https://app.nextbike.net/station?id=170889480', 'web': 'https://nxtb.it/p/170889480'}",11512,170889480,[]
4.0,True,True,True,True,1770756680,Birmarckallee (Grunewaldkirche),0,4,362,"{'android': 'https://app.nextbike.net/station?id=171079033', 'ios': 'https://app.nextbike.net/station?id=171079033', 'web': 'https://nxtb.it/p/171079033'}",11513,171079033,[]
4.0,True,True,True,True,1770756680,EDEKA Center Niemann (Blankenburger Straße),2,2,362,"{'android': 'https://app.nextbike.net/station?id=171081975', 'ios': 'https://app.nextbike.net/station?id=171081975', 'web': 'https://nxtb.it/p/171081975'}",11516,171081975,"[{'count': 2, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,S Pankow-Heinersdorf (West),3,1,362,"{'android': 'https://app.nextbike.net/station?id=171083449', 'ios': 'https://app.nextbike.net/station?id=171083449', 'web': 'https://nxtb.it/p/171083449'}",11517,171083449,"[{'count': 3, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,Meldelstraße (Bleicheroder Straße),0,4,362,"{'android': 'https://app.nextbike.net/station?id=171083935', 'ios': 'https://app.nextbike.net/station?id=171083935', 'web': 'https://nxtb.it/p/171083935'}",11518,171083935,[]
4.0,True,True,True,True,1770756680,Stiftsweg (Damerowstraße),1,3,362,"{'android': 'https://app.nextbike.net/station?id=171084445', 'ios': 'https://app.nextbike.net/station?id=171084445', 'web': 'https://nxtb.it/p/171084445'}",11519,171084445,"[{'count': 1, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,Würtzstraße (Bleicheroder Straße),0,4,362,"{'android': 'https://app.nextbike.net/station?id=171085441', 'ios': 'https://app.nextbike.net/station?id=171085441', 'web': 'https://nxtb.it/p/171085441'}",11520,171085441,[]
4.0,True,True,True,True,1770756680,Lahnstraße/Mittelbuschweg,0,4,362,"{'android': 'https://app.nextbike.net/station?id=171087861', 'ios': 'https://app.nextbike.net/station?id=171087861', 'web': 'https://nxtb.it/p/171087861'}",11521,171087861,[]
4.0,True,True,True,True,1770756680,Aronsstraße (Weiße Siedlung),0,4,362,"{'android': 'https://app.nextbike.net/station?id=171095309', 'ios': 'https://app.nextbike.net/station?id=171095309', 'web': 'https://nxtb.it/p/171095309'}",11530,171095309,[]
4.0,True,True,True,True,1770756680,Zigrastraße/Dieselstraße,1,3,362,"{'android': 'https://app.nextbike.net/station?id=171096573', 'ios': 'https://app.nextbike.net/station?id=171096573', 'web': 'https://nxtb.it/p/171096573'}",11532,171096573,"[{'count': 1, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,Alt-Stralau (Dorfkiche Stralau),2,2,362,"{'android': 'https://app.nextbike.net/station?id=171099488', 'ios': 'https://app.nextbike.net/station?id=171099488', 'web': 'https://nxtb.it/p/171099488'}",11536,171099488,"[{'count': 2, 'vehicle_type_id': '196'}]"
10.0,True,True,True,False,1770756680,**Jelbi S+U Hauptbahnhof/Washingtonplatz (MOA/HW),6,4,362,"{'android': 'https://app.nextbike.net/station?id=171667497', 'ios': 'https://app.nextbike.net/station?id=171667497', 'web': 'https://nxtb.it/p/171667497'}",11544,171667497,"[{'count': 6, 'vehicle_type_id': '196'}]"
10.0,True,True,True,True,1770756680,HTW Berlin Campus Mensa ,1,9,362,"{'android': 'https://app.nextbike.net/station?id=172517423', 'ios': 'https://app.nextbike.net/station?id=172517423', 'web': 'https://nxtb.it/p/172517423'}",11548,172517423,"[{'count': 1, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,Ostendstraße/Waldowstraße,2,1,362,"{'android': 'https://app.nextbike.net/station?id=172520207', 'ios': 'https://app.nextbike.net/station?id=172520207', 'web': 'https://nxtb.it/p/172520207'}",11550,172520207,"[{'count': 2, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,Griechische Allee/Fontanenstraße,0,4,362,"{'android': 'https://app.nextbike.net/station?id=172521264', 'ios': 'https://app.nextbike.net/station?id=172521264', 'web': 'https://nxtb.it/p/172521264'}",11551,172521264,[]
4.0,True,True,True,True,1770756680,Keplerstraße/Gaußstraße (Waldowplatz),0,4,362,"{'android': 'https://app.nextbike.net/station?id=172522330', 'ios': 'https://app.nextbike.net/station?id=172522330', 'web': 'https://nxtb.it/p/172522330'}",11552,172522330,[]
4.0,True,True,True,True,1770756680,Florastraße/Görschstraße,0,4,362,"{'android': 'https://app.nextbike.net/station?id=174206229', 'ios': 'https://app.nextbike.net/station?id=174206229', 'web': 'https://nxtb.it/p/174206229'}",11566,174206229,[]
4.0,True,True,True,True,1770756680,Wollankstraße/Görschstraße,0,4,362,"{'android': 'https://app.nextbike.net/station?id=174206926', 'ios': 'https://app.nextbike.net/station?id=174206926', 'web': 'https://nxtb.it/p/174206926'}",11567,174206926,[]
4.0,True,True,True,True,1770756680,Soldiner Straße (Soldiner Brücke),3,1,362,"{'android': 'https://app.nextbike.net/station?id=174207771', 'ios': 'https://app.nextbike.net/station?id=174207771', 'web': 'https://nxtb.it/p/174207771'}",11568,174207771,"[{'count': 3, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,U Klosterstraße (Stralauer Straße),4,0,362,"{'android': 'https://app.nextbike.net/station?id=174422178', 'ios': 'https://app.nextbike.net/station?id=174422178', 'web': 'https://nxtb.it/p/174422178'}",11571,174422178,"[{'count': 4, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,Stuckstraße/Puderstraße,1,3,362,"{'android': 'https://app.nextbike.net/station?id=174529190', 'ios': 'https://app.nextbike.net/station?id=174529190', 'web': 'https://nxtb.it/p/174529190'}",11575,174529190,"[{'count': 1, 'vehicle_type_id': '196'}]"
10.0,True,True,True,True,1770756680,HTW Campus Berlin Haus F,7,3,362,"{'android': 'https://app.nextbike.net/station?id=174538645', 'ios': 'https://app.nextbike.net/station?id=174538645', 'web': 'https://nxtb.it/p/174538645'}",11582,174538645,"[{'count': 3, 'vehicle_type_id': '196'}, {'count': 4, 'vehicle_type_id': '150'}]"
4.0,True,True,True,True,1770756680,Kiefholzstraße (289),0,4,362,"{'android': 'https://app.nextbike.net/station?id=174540719', 'ios': 'https://app.nextbike.net/station?id=174540719', 'web': 'https://nxtb.it/p/174540719'}",11583,174540719,[]
4.0,True,True,True,True,1770756680,S Gehrenseestraße,0,4,362,"{'android': 'https://app.nextbike.net/station?id=174566290', 'ios': 'https://app.nextbike.net/station?id=174566290', 'web': 'https://nxtb.it/p/174566290'}",11610,174566290,[]
4.0,True,True,True,True,1770756680,Berliner Allee/Rennbahnstraße,2,2,362,"{'android': 'https://app.nextbike.net/station?id=174569740', 'ios': 'https://app.nextbike.net/station?id=174569740', 'web': 'https://nxtb.it/p/174569740'}",11615,174569740,"[{'count': 2, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,Große Seestraße/Parkstraße,1,3,362,"{'android': 'https://app.nextbike.net/station?id=174571494', 'ios': 'https://app.nextbike.net/station?id=174571494', 'web': 'https://nxtb.it/p/174571494'}",11618,174571494,"[{'count': 1, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,Amalienstraße/Parkstraße,2,2,362,"{'android': 'https://app.nextbike.net/station?id=174572038', 'ios': 'https://app.nextbike.net/station?id=174572038', 'web': 'https://nxtb.it/p/174572038'}",11619,174572038,"[{'count': 2, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,Schönstraße/Paul-Oestreich-Straße (Park Klink Weißensee),0,4,362,"{'android': 'https://app.nextbike.net/station?id=174572694', 'ios': 'https://app.nextbike.net/station?id=174572694', 'web': 'https://nxtb.it/p/174572694'}",11620,174572694,[]
4.0,True,True,True,True,1770756680,Langhansstraße/Roelckestraße,0,4,362,"{'android': 'https://app.nextbike.net/station?id=174573696', 'ios': 'https://app.nextbike.net/station?id=174573696', 'web': 'https://nxtb.it/p/174573696'}",11621,174573696,[]
4.0,True,True,True,True,1770756680,Helmholtzstraße/Wattstraße,0,4,362,"{'android': 'https://app.nextbike.net/station?id=174582321', 'ios': 'https://app.nextbike.net/station?id=174582321', 'web': 'https://nxtb.it/p/174582321'}",11626,174582321,[]
10.0,True,True,True,True,1770756680,Am Eierhäuschen - Spreepark Berlin,6,4,362,"{'android': 'https://app.nextbike.net/station?id=174869185', 'ios': 'https://app.nextbike.net/station?id=174869185', 'web': 'https://nxtb.it/p/174869185'}",11627,174869185,"[{'count': 1, 'vehicle_type_id': '150'}, {'count': 5, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,Gitschiner Straße/Alexandrinenstraße,0,4,362,"{'android': 'https://app.nextbike.net/station?id=174871980', 'ios': 'https://app.nextbike.net/station?id=174871980', 'web': 'https://nxtb.it/p/174871980'}",11628,174871980,[]
9.0,True,True,True,False,1770756680,Jelbi Herrfurthplatz West (NEU/HW),7,2,362,"{'android': 'https://app.nextbike.net/station?id=174934042', 'ios': 'https://app.nextbike.net/station?id=174934042', 'web': 'https://nxtb.it/p/174934042'}",11634,174934042,"[{'count': 7, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,Paula-Fürst-Straße/Hildegard-Marcusson-Straße,0,4,362,"{'android': 'https://app.nextbike.net/station?id=175185853', 'ios': 'https://app.nextbike.net/station?id=175185853', 'web': 'https://nxtb.it/p/175185853'}",11640,175185853,[]
12.0,True,True,True,False,1770756680,Jelbi Herrfurthstraße (NEU/HE),8,2,362,"{'android': 'https://app.nextbike.net/station?id=175439162', 'ios': 'https://app.nextbike.net/station?id=175439162', 'web': 'https://nxtb.it/p/175439162'}",11641,175439162,"[{'count': 8, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,Reichenberger Straße/Lausitzer Straße,4,0,362,"{'android': 'https://app.nextbike.net/station?id=181537027', 'ios': 'https://app.nextbike.net/station?id=181537027', 'web': 'https://nxtb.it/p/181537027'}",11683,181537027,"[{'count': 4, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,Wrangelstraße/Mariannenplatz,0,3,362,"{'android': 'https://app.nextbike.net/station?id=181538521', 'ios': 'https://app.nextbike.net/station?id=181538521', 'web': 'https://nxtb.it/p/181538521'}",11685,181538521,[]
4.0,True,True,True,True,1770756680,Alte Jakobstraße/Franz-Künstler-Straße,3,1,362,"{'android': 'https://app.nextbike.net/station?id=181553547', 'ios': 'https://app.nextbike.net/station?id=181553547', 'web': 'https://nxtb.it/p/181553547'}",11702,181553547,"[{'count': 3, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,U Hallesches Ufer (Mehringplatz),3,1,362,"{'android': 'https://app.nextbike.net/station?id=181554579', 'ios': 'https://app.nextbike.net/station?id=181554579', 'web': 'https://nxtb.it/p/181554579'}",11704,181554579,"[{'count': 3, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,Boddinstraße/Mainzer Straße,0,4,362,"{'android': 'https://app.nextbike.net/station?id=181558622', 'ios': 'https://app.nextbike.net/station?id=181558622', 'web': 'https://nxtb.it/p/181558622'}",11709,181558622,[]
8.0,True,True,True,True,1770756680,Holzmarktstraße/Krautstraße,2,6,362,"{'android': 'https://app.nextbike.net/station?id=182123743', 'ios': 'https://app.nextbike.net/station?id=182123743', 'web': 'https://nxtb.it/p/182123743'}",11714,182123743,"[{'count': 2, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,Tempelhofer Ufer/Großbeerenstraße,0,4,362,"{'android': 'https://app.nextbike.net/station?id=182127542', 'ios': 'https://app.nextbike.net/station?id=182127542', 'web': 'https://nxtb.it/p/182127542'}",11717,182127542,[]
4.0,True,True,True,True,1770756680,Mühsamstraße/Löwestraße,1,3,362,"{'android': 'https://app.nextbike.net/station?id=182132193', 'ios': 'https://app.nextbike.net/station?id=182132193', 'web': 'https://nxtb.it/p/182132193'}",11719,182132193,"[{'count': 1, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,Reichenhaller Straße/Kolberger Platz (Nordwest),0,4,362,"{'android': 'https://app.nextbike.net/station?id=184958976', 'ios': 'https://app.nextbike.net/station?id=184958976', 'web': 'https://nxtb.it/p/184958976'}",11755,184958976,[]
4.0,True,True,True,True,1770756680,Wartenbergstraße/Wilhelm-Guddorf-Straße,0,4,362,"{'android': 'https://app.nextbike.net/station?id=186675436', 'ios': 'https://app.nextbike.net/station?id=186675436', 'web': 'https://nxtb.it/p/186675436'}",11756,186675436,[]
4.0,True,True,True,True,1770756680,Hauptstraße/Stierstraße,0,4,362,"{'android': 'https://app.nextbike.net/station?id=189962848', 'ios': 'https://app.nextbike.net/station?id=189962848', 'web': 'https://nxtb.it/p/189962848'}",11760,189962848,[]
4.0,True,True,True,True,1770756680,Hauptstraße/Hähnelstraße,2,2,362,"{'android': 'https://app.nextbike.net/station?id=189963381', 'ios': 'https://app.nextbike.net/station?id=189963381', 'web': 'https://nxtb.it/p/189963381'}",11761,189963381,"[{'count': 2, 'vehicle_type_id': '196'}]"
4.0,True,True,True,False,1770756680,Mühlenstraße Uber Platz (Mobilitätsstation),0,4,362,"{'android': 'https://app.nextbike.net/station?id=190447866', 'ios': 'https://app.nextbike.net/station?id=190447866', 'web': 'https://nxtb.it/p/190447866'}",11766,190447866,[]
4.0,True,True,True,False,1770756680,Jelbi Schillerpromenade/Leinenstraße (NEU/SL),0,4,362,"{'android': 'https://app.nextbike.net/station?id=190520634', 'ios': 'https://app.nextbike.net/station?id=190520634', 'web': 'https://nxtb.it/p/190520634'}",11771,190520634,[]
6.0,True,True,True,False,1770756680,Jelbi Weisestraße/Herrfurthstraße (NEU/WE),1,5,362,"{'android': 'https://app.nextbike.net/station?id=190525434', 'ios': 'https://app.nextbike.net/station?id=190525434', 'web': 'https://nxtb.it/p/190525434'}",11772,190525434,"[{'count': 1, 'vehicle_type_id': '196'}]"
8.0,True,True,True,False,1770756680,Jelbi Herrfurthstraße/Hermannstraße (NEU/HH),3,5,362,"{'android': 'https://app.nextbike.net/station?id=190526218', 'ios': 'https://app.nextbike.net/station?id=190526218', 'web': 'https://nxtb.it/p/190526218'}",11773,190526218,"[{'count': 3, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,Puschkinallee (Figurentheater Grashüpfer),0,4,362,"{'android': 'https://app.nextbike.net/station?id=193715434', 'ios': 'https://app.nextbike.net/station?id=193715434', 'web': 'https://nxtb.it/p/193715434'}",11774,193715434,[]
4.0,True,True,True,True,1770756680,Haus der Kulturen,2,1,362,"{'android': 'https://app.nextbike.net/station?id=19439371', 'ios': 'https://app.nextbike.net/station?id=19439371', 'web': 'https://nxtb.it/p/19439371'}",1317,19439371,"[{'count': 2, 'vehicle_type_id': '196'}]"
4.0,True,True,True,False,1770756680,Jelbi Volmerstr./Max-Planck-Str. (ADL/VM),0,4,362,"{'android': 'https://app.nextbike.net/station?id=194625704', 'ios': 'https://app.nextbike.net/station?id=194625704', 'web': 'https://nxtb.it/p/194625704'}",11777,194625704,[]
4.0,True,True,True,False,1770756680,Jelbi Johann-Hittorf-Str. (ADL/JH),0,4,362,"{'android': 'https://app.nextbike.net/station?id=194628792', 'ios': 'https://app.nextbike.net/station?id=194628792', 'web': 'https://nxtb.it/p/194628792'}",11781,194628792,[]
4.0,True,True,True,False,1770756680,Jelbi Studentendorf Adlershof (ADL/ST),0,4,362,"{'android': 'https://app.nextbike.net/station?id=194629319', 'ios': 'https://app.nextbike.net/station?id=194629319', 'web': 'https://nxtb.it/p/194629319'}",11782,194629319,[]
4.0,True,True,True,False,1770756680,Jelbi Landschaftspark Adlershof/Hermann-Dorner-Allee (ADL/LA),0,4,362,"{'android': 'https://app.nextbike.net/station?id=194630838', 'ios': 'https://app.nextbike.net/station?id=194630838', 'web': 'https://nxtb.it/p/194630838'}",11784,194630838,[]
4.0,True,True,True,False,1770756680,Jelbi Johannisgärten (JOH/JO),0,4,362,"{'android': 'https://app.nextbike.net/station?id=194631684', 'ios': 'https://app.nextbike.net/station?id=194631684', 'web': 'https://nxtb.it/p/194631684'}",11785,194631684,[]
4.0,True,True,True,True,1770756680,S Johannisthal (Benno-König-Straße),0,4,362,"{'android': 'https://app.nextbike.net/station?id=194652189', 'ios': 'https://app.nextbike.net/station?id=194652189', 'web': 'https://nxtb.it/p/194652189'}",11786,194652189,[]
4.0,True,True,True,True,1770756680,S Johannisthal (Adlergestell),0,4,362,"{'android': 'https://app.nextbike.net/station?id=194655184', 'ios': 'https://app.nextbike.net/station?id=194655184', 'web': 'https://nxtb.it/p/194655184'}",11787,194655184,[]
4.0,True,True,True,True,1770756680,Schnellerstraße/Hainstraße,2,2,362,"{'android': 'https://app.nextbike.net/station?id=194659490', 'ios': 'https://app.nextbike.net/station?id=194659490', 'web': 'https://nxtb.it/p/194659490'}",11791,194659490,"[{'count': 2, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,Hasselwerderstraße/Hainstraße,2,2,362,"{'android': 'https://app.nextbike.net/station?id=194660189', 'ios': 'https://app.nextbike.net/station?id=194660189', 'web': 'https://nxtb.it/p/194660189'}",11792,194660189,"[{'count': 2, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,Paul-Lincke-Ufer/Manteuffelstraße,1,3,362,"{'android': 'https://app.nextbike.net/station?id=194684662', 'ios': 'https://app.nextbike.net/station?id=194684662', 'web': 'https://nxtb.it/p/194684662'}",11796,194684662,"[{'count': 1, 'vehicle_type_id': '196'}]"
4.0,True,True,True,False,1770756680,Fidcinstraße / Friesenstraße (Mobilitätsstation),1,3,362,"{'android': 'https://app.nextbike.net/station?id=194711293', 'ios': 'https://app.nextbike.net/station?id=194711293', 'web': 'https://nxtb.it/p/194711293'}",11811,194711293,"[{'count': 1, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,Mensa HU Zentrum (Süd),0,4,362,"{'android': 'https://app.nextbike.net/station?id=194733596', 'ios': 'https://app.nextbike.net/station?id=194733596', 'web': 'https://nxtb.it/p/194733596'}",11823,194733596,[]
10.0,True,True,True,False,1770756680,Jelbi Monbijouplatz (MIT/MB),0,10,362,"{'android': 'https://app.nextbike.net/station?id=194740526', 'ios': 'https://app.nextbike.net/station?id=194740526', 'web': 'https://nxtb.it/p/194740526'}",11828,194740526,[]
4.0,True,True,True,True,1770756680,Fuldastraße/Weigandufer,1,3,362,"{'android': 'https://app.nextbike.net/station?id=194755508', 'ios': 'https://app.nextbike.net/station?id=194755508', 'web': 'https://nxtb.it/p/194755508'}",11835,194755508,"[{'count': 1, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,Steifensandstraße/Witzlebenstraße,1,3,362,"{'android': 'https://app.nextbike.net/station?id=196425106', 'ios': 'https://app.nextbike.net/station?id=196425106', 'web': 'https://nxtb.it/p/196425106'}",11842,196425106,"[{'count': 1, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,Knobelsdorffstraße/Nehringstraße,1,3,362,"{'android': 'https://app.nextbike.net/station?id=196427556', 'ios': 'https://app.nextbike.net/station?id=196427556', 'web': 'https://nxtb.it/p/196427556'}",11844,196427556,"[{'count': 1, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,Neue Christstraße/Nehringstraße,0,4,362,"{'android': 'https://app.nextbike.net/station?id=196429333', 'ios': 'https://app.nextbike.net/station?id=196429333', 'web': 'https://nxtb.it/p/196429333'}",11846,196429333,[]
4.0,True,True,True,True,1770756680,Pestalozzistraße/Schlüterstraße,0,4,362,"{'android': 'https://app.nextbike.net/station?id=196446198', 'ios': 'https://app.nextbike.net/station?id=196446198', 'web': 'https://nxtb.it/p/196446198'}",11861,196446198,[]
6.0,True,True,True,True,1770756680,S+U Westhafen (Ost),2,4,362,"{'android': 'https://app.nextbike.net/station?id=198089285', 'ios': 'https://app.nextbike.net/station?id=198089285', 'web': 'https://nxtb.it/p/198089285'}",11876,198089285,"[{'count': 2, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,Goethestraße/Grolmanstraße,2,2,362,"{'android': 'https://app.nextbike.net/station?id=198090265', 'ios': 'https://app.nextbike.net/station?id=198090265', 'web': 'https://nxtb.it/p/198090265'}",11877,198090265,"[{'count': 1, 'vehicle_type_id': '150'}, {'count': 1, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,Wartburgstraße/Eisenacher Straße,1,3,362,"{'android': 'https://app.nextbike.net/station?id=198113515', 'ios': 'https://app.nextbike.net/station?id=198113515', 'web': 'https://nxtb.it/p/198113515'}",11904,198113515,"[{'count': 1, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,Großgörschenstraße/Kulmer Straße,2,2,362,"{'android': 'https://app.nextbike.net/station?id=198126883', 'ios': 'https://app.nextbike.net/station?id=198126883', 'web': 'https://nxtb.it/p/198126883'}",11916,198126883,"[{'count': 2, 'vehicle_type_id': '196'}]"
4.0,True,True,True,False,1770756680,Fehrbelliner Straße/Veteranenstraße (Mobilitätsstation,0,4,362,"{'android': 'https://app.nextbike.net/station?id=199256158', 'ios': 'https://app.nextbike.net/station?id=199256158', 'web': 'https://nxtb.it/p/199256158'}",11927,199256158,[]
4.0,True,True,True,True,1770756680,Halskestraße/Stephanstraße,0,4,362,"{'android': 'https://app.nextbike.net/station?id=199417964', 'ios': 'https://app.nextbike.net/station?id=199417964', 'web': 'https://nxtb.it/p/199417964'}",11934,199417964,[]
6.0,True,True,True,True,1770756680,S Nöldnerplatz ,0,6,362,"{'android': 'https://app.nextbike.net/station?id=1994200', 'ios': 'https://app.nextbike.net/station?id=1994200', 'web': 'https://nxtb.it/p/1994200'}",1890,1994200,[]
4.0,True,True,True,True,1770756680,Peter-Vischer-Straße/Rubensstraße,0,4,362,"{'android': 'https://app.nextbike.net/station?id=199425527', 'ios': 'https://app.nextbike.net/station?id=199425527', 'web': 'https://nxtb.it/p/199425527'}",11940,199425527,[]
6.0,True,True,True,True,1770756680,S+U Lichtenberg (EDEKA),1,5,362,"{'android': 'https://app.nextbike.net/station?id=1994268', 'ios': 'https://app.nextbike.net/station?id=1994268', 'web': 'https://nxtb.it/p/1994268'}",1891,1994268,"[{'count': 1, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,S Friedenau (Bahnhofsstraße),2,2,362,"{'android': 'https://app.nextbike.net/station?id=199428088', 'ios': 'https://app.nextbike.net/station?id=199428088', 'web': 'https://nxtb.it/p/199428088'}",11942,199428088,"[{'count': 2, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,Königin-Luise-Straße/Englerallee,0,4,362,"{'android': 'https://app.nextbike.net/station?id=199439167', 'ios': 'https://app.nextbike.net/station?id=199439167', 'web': 'https://nxtb.it/p/199439167'}",11943,199439167,[]
4.0,True,True,True,True,1770756680,Hubertusallee/Delbrückstraße,1,3,362,"{'android': 'https://app.nextbike.net/station?id=200277228', 'ios': 'https://app.nextbike.net/station?id=200277228', 'web': 'https://nxtb.it/p/200277228'}",11950,200277228,"[{'count': 1, 'vehicle_type_id': '150'}]"
4.0,True,True,True,True,1770756680,Koenigsallee/Delbrückstraße,0,4,362,"{'android': 'https://app.nextbike.net/station?id=200278493', 'ios': 'https://app.nextbike.net/station?id=200278493', 'web': 'https://nxtb.it/p/200278493'}",11952,200278493,[]
4.0,True,True,True,True,1770756680,Heiligendammer Straße/Misdroyer Straße,2,2,362,"{'android': 'https://app.nextbike.net/station?id=200285387', 'ios': 'https://app.nextbike.net/station?id=200285387', 'web': 'https://nxtb.it/p/200285387'}",11954,200285387,"[{'count': 2, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,U Rüdesheimer Platz (Wiesbadener Straße),1,3,362,"{'android': 'https://app.nextbike.net/station?id=200449126', 'ios': 'https://app.nextbike.net/station?id=200449126', 'web': 'https://nxtb.it/p/200449126'}",11960,200449126,"[{'count': 1, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,Beckerstraße/Cranachstraße,1,3,362,"{'android': 'https://app.nextbike.net/station?id=200801105', 'ios': 'https://app.nextbike.net/station?id=200801105', 'web': 'https://nxtb.it/p/200801105'}",11966,200801105,"[{'count': 1, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,S Priesterweg (Nord),0,4,362,"{'android': 'https://app.nextbike.net/station?id=200806969', 'ios': 'https://app.nextbike.net/station?id=200806969', 'web': 'https://nxtb.it/p/200806969'}",11968,200806969,[]
4.0,True,True,True,True,1770756680,Leopoldstraße/Emanuelstraße,2,2,362,"{'android': 'https://app.nextbike.net/station?id=200809590', 'ios': 'https://app.nextbike.net/station?id=200809590', 'web': 'https://nxtb.it/p/200809590'}",11969,200809590,"[{'count': 2, 'vehicle_type_id': '196'}]"
4.0,True,True,True,True,1770756680,S Olympiastadion (Trakehner Allee),2,2,362,"{'android': 'https://app.nextbike.net/station?id=200814679', 'ios': 'https://app.nextbike.net/station?id=200814679', 'web': 'https://nxtb.it/p/200814679'}",11970,200814679,"[{'count': 1, 'vehicle_type_id': '196'}, {'count': 1, 'vehicle_type_id': '150'}]"
10.0,True,True,True,False,1770756680,Jelbi Mühlenstraße/ Straße der Pariser Kommune (FHA/MU),0,10,362,"{'android': 'https://app.nextbike.net/station?id=203114881', 'ios': 'https://app.nextbike.net/station?id=203114881', 'web': 'https://nxtb.it/p/203114881'}",11985,203114881,[]
